Date,AAPL,ABT,AMZN,BAC,C,COP,CVX,EOG,GOOGL,GS,JNJ,JPM,META,MRK,MSFT,PFE,SLB,UNH,WFC,XOM
2018-01-17,41.904537200927734,50.920265197753906,64.75,25.69221305847168,58.94594192504883,45.83089828491211,92.80387115478516,83.65851593017578,56.48812484741211,211.4602813720703,116.92967987060547,90.38021850585938,176.21714782714844,45.89193344116211,82.71522521972656,24.314346313476562,61.013389587402344,208.1685333251953,50.87534713745117,60.62656021118164
2018-01-18,41.941993713378906,50.98931121826172,64.66600036621094,25.939411163330078,58.88508605957031,45.754337310791016,92.26396942138672,84.18170166015625,56.33291244506836,209.22605895996094,116.88196563720703,90.5962142944336,178.4000244140625,45.2260856628418,82.67851257324219,24.190095901489258,60.34962844848633,212.29823303222656,50.93109130859375,60.233863830566406
2018-01-19,41.75481033325195,51.19648361206055,64.72899627685547,26.13716697692871,59.57752227783203,45.746681213378906,92.06066131591797,84.27752685546875,56.70631790161133,213.51934814453125,117.23199462890625,90.39624786376953,179.87838745117188,45.337059020996094,82.58676147460938,24.157400131225586,60.38911056518555,212.464111328125,51.1461181640625,60.040985107421875
2018-01-22,41.413204193115234,51.42091751098633,66.3655014038086,26.318450927734375,59.79814910888672,46.45107650756836,92.94405364990234,86.08287048339844,57.73085403442383,218.02120971679688,117.85250854492188,91.45210266113281,183.9266357421875,45.314857482910156,84.06414794921875,24.150859832763672,63.05220031738281,212.64743041992188,51.55229568481445,60.798797607421875
2018-01-23,41.42256164550781,51.127418518066406,68.12699890136719,26.30197525024414,59.76771545410156,46.297950744628906,91.86431884765625,86.83448791503906,58.32643127441406,216.82907104492188,112.83261108398438,91.35612487792969,187.87567138671875,45.647789001464844,84.33026123046875,24.078920364379883,62.59385299682617,214.08802795410156,51.36115264892578,60.83325958251953
2018-01-24,40.76276779174805,53.27679443359375,67.87550354003906,26.442045211791992,60.45252227783203,46.313255310058594,92.12374877929688,87.29874420166016,58.08443069458008,221.48924255371094,113.02352142333984,92.52394104003906,185.09747314453125,45.26308059692383,84.25687408447266,24.150859832763672,61.77989959716797,213.77371215820312,52.14960479736328,60.991703033447266
2018-01-25,40.035099029541016,54.571598052978516,68.89749908447266,26.442045211791992,60.44489669799805,45.539974212646484,91.6048812866211,86.54711151123047,58.62248611450195,224.28211975097656,114.87716674804688,92.5479736328125,186.0202178955078,45.351863861083984,84.724853515625,24.347047805786133,61.10821533203125,214.06185913085938,52.285011291503906,60.88147735595703
2018-01-26,40.128700256347656,54.74423599243164,70.10250091552734,26.532690048217773,60.93187713623047,46.2366828918457,91.9835205078125,86.77555084228516,58.891265869140625,223.54013061523438,115.61703491210938,93.04388427734375,188.5205841064453,45.89933395385742,86.31233978271484,25.5111026763916,61.329463958740234,216.93429565429688,52.507999420166016,61.31550216674805
2018-01-29,39.298095703125,54.649288177490234,70.88400268554688,26.598602294921875,60.840576171875,45.67778015136719,90.08340454101562,85.90603637695312,58.83770751953125,227.1582489013672,114.30436706542969,92.94792175292969,184.5319061279297,45.59600067138672,86.18384552001953,25.517642974853516,60.35750198364258,216.00885009765625,52.42039489746094,60.633460998535156
2018-01-30,39.06646728515625,53.89830017089844,71.89099884033203,26.26900863647461,59.82097244262695,44.75902557373047,87.80469512939453,84.86701965332031,58.38594055175781,224.20704650878906,113.30992126464844,92.07601165771484,185.66302490234375,44.87095260620117,85.1010513305664,24.719802856445312,58.903507232666016,206.61448669433594,51.990325927734375,59.78607940673828
2018-01-31,39.1740837097168,53.6566047668457,72.54450225830078,26.36788558959961,59.71446228027344,45.02699279785156,87.88880920410156,84.74173736572266,58.62644577026367,223.3317108154297,109.93682861328125,92.52394104003906,185.434814453125,43.835201263427734,87.18408203125,24.22279167175293,58.14486312866211,206.7279815673828,52.38853073120117,60.14432907104492
2018-02-01,39.25596618652344,53.673866271972656,69.5,26.779888153076172,60.26228713989258,45.440433502197266,88.0430679321289,85.86180114746094,58.595211029052734,226.94981384277344,111.39268493652344,93.48383331298828,191.5865478515625,44.2864875793457,86.49585723876953,24.3085994720459,59.670005798339844,205.36599731445312,52.484676361083984,61.36375427246094
2018-02-02,37.552650451660156,53.25090026855469,71.49749755859375,26.326690673828125,58.84128952026367,44.19245529174805,83.14204406738281,83.1427001953125,55.50128173828125,216.78738403320312,109.53105926513672,91.412109375,188.79843139648438,43.32472610473633,84.22014617919922,24.163389205932617,58.23179626464844,202.4499053955078,51.33099365234375,58.235965728759766
2018-02-05,36.61443328857422,50.69581604003906,69.5,24.93413734436035,55.97639465332031,42.829612731933594,78.96322631835938,80.73308563232422,52.6840705871582,207.67535400390625,103.73152923583984,87.0286865234375,179.84864807128906,41.726680755615234,80.75151824951172,22.88294792175293,56.382652282714844,192.09512329101562,46.596065521240234,54.92216491699219
2018-02-06,38.14460372924805,50.80803298950195,72.14199829101562,25.708698272705078,57.16057205200195,42.829612731933594,82.16044616699219,79.78251647949219,53.77703094482422,215.6702880859375,104.87715148925781,89.67633819580078,183.8671112060547,41.03121566772461,83.80720520019531,23.28556251525879,56.53387451171875,196.60025024414062,45.89104080200195,53.978302001953125
2018-02-07,37.32803726196289,50.644039154052734,70.83899688720703,25.74988555908203,57.290443420410156,42.592262268066406,80.83525848388672,77.94769287109375,52.33793258666992,214.33641052246094,104.55095672607422,90.28426361083984,178.7770233154297,41.341949462890625,82.22888946533203,23.087554931640625,55.50728225708008,197.15904235839844,46.09934997558594,53.006927490234375
2018-02-08,36.300899505615234,48.572357177734375,67.5250015258789,24.505659103393555,54.90683364868164,40.762413024902344,78.73884582519531,74.45482635498047,49.97248077392578,205.37442016601562,100.52547454833984,86.29276275634766,170.24400329589844,40.491146087646484,78.00779724121094,22.196529388427734,53.637149810791016,188.9870147705078,44.38484573364258,52.40752410888672
2018-02-09,36.74491500854492,49.34922409057617,66.9800033569336,24.991811752319336,56.28962326049805,40.042686462402344,79.58021545410156,73.74004364013672,51.884674072265625,207.83377075195312,103.04735565185547,88.0205307006836,174.7387237548828,40.594722747802734,80.91668701171875,22.546340942382812,51.878421783447266,192.91587829589844,44.96969223022461,52.74160385131836
